Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
451.14732600,0.30030184,0.00289793,0.35694482,58.72074083,0.10904129
451.34780600,0.30029984,0.00289793,0.35694282,58.99240683,0.04636229
451.54828600,0.30033284,0.00289793,0.35698182,59.35367083,0.02989329
451.74876600,0.30032584,0.00289793,0.35697382,59.06059783,0.04514529
451.94924600,0.30031784,0.00289793,0.35696382,58.47465983,0.03736229
452.14972600,0.30032784,0.00289793,0.35697582,59.00242883,0.02659129
452.35020600,0.30034784,0.00289793,0.35699982,59.31221383,0.01604129
452.55068700,0.30035484,0.00289893,0.35700782,59.53170983,-0.00756671
452.75116700,0.30037284,0.00289893,0.35702982,59.15790183,-0.04874071
452.95164700,0.30037684,0.00289893,0.35703382,58.36171783,0.03723629
453.15212700,0.30038184,0.00289893,0.35703982,58.95481583,0.05410529
453.35260700,0.30038984,0.00289893,0.35704982,59.50546983,0.10495729
453.55308700,0.30040884,0.00289893,0.35707182,59.52232483,0.05652329
453.75356700,0.30040784,0.00289893,0.35707182,59.45858683,0.05620229
453.95404700,0.30040384,0.00289893,0.35706682,58.86186883,0.03882329
454.15452700,0.30040184,0.00289893,0.35706382,58.50497083,0.00373129
454.35500700,0.30041984,0.00289893,0.35708482,58.85473583,-0.00083671
454.55548700,0.30040784,0.00289893,0.35707082,59.24205283,-0.03332271
454.75596700,0.30042084,0.00289893,0.35708582,59.62407183,-0.04461171
454.95644700,0.30041484,0.00289893,0.35707982,58.98071483,-0.05831071
455.15692700,0.30039784,0.00289893,0.35705882,58.65069783,-0.10979171
455.35740700,0.30041084,0.00289893,0.35707382,58.81076583,-0.03371771
455.55788700,0.30041084,0.00289893,0.35707382,59.09029383,-0.04937471
455.75836700,0.30040884,0.00289893,0.35707282,58.77655483,-0.06864971
455.95884700,0.30041184,0.00289893,0.35707582,58.93320683,-0.07345071
456.15932700,0.30041284,0.00289893,0.35707682,58.66458983,-0.05483771
456.35980700,0.30041184,0.00289893,0.35707582,59.26162983,0.02399629
456.56028700,0.30039084,0.00289893,0.35705082,58.24841983,0.04756429
456.76076700,0.30039984,0.00289893,0.35706182,60.07823883,0.01181329
456.96124600,0.30038584,0.00289893,0.35704482,58.23524083,0.00084029
457.16172600,0.30039684,0.00289893,0.35705782,59.70783383,0.04628329
457.36220600,0.30039984,0.00289893,0.35706182,59.74766983,0.01655529
457.56268600,0.30040684,0.00289893,0.35706982,59.64650883,-0.02889371
457.76316600,0.30039384,0.00289893,0.35705382,58.67736183,-0.01762671
457.96364600,0.30040384,0.00289893,0.35706682,58.68667783,-0.01928971
458.16412600,0.30040584,0.00289893,0.35706882,59.38881583,0.03807229
458.36460600,0.30042884,0.00289893,0.35709582,58.56302183,-0.03739571
458.56508700,0.30044184,0.00289893,0.35711182,58.91995883,0.01468829
458.76556700,0.30045484,0.00289893,0.35712682,59.38735583,0.05216829
458.96604700,0.30042984,0.00289893,0.35709782,58.62165683,0.06403929
459.16652700,0.30042384,0.00289893,0.35709082,58.99762183,0.07198829
459.36700700,0.30044184,0.00289893,0.35711182,59.96863583,0.05191429
459.56648400,0.30045284,0.00289893,0.35712482,59.05937283,-0.00969071
459.76696400,0.30045484,0.00289893,0.35712682,59.38523483,-0.01081771
459.96744400,0.30047284,0.00289993,0.35714782,59.12580483,0.01921029
460.16792400,0.30046084,0.00289993,0.35713382,59.28474783,-0.02188471
460.36840400,0.30046984,0.00289993,0.35714482,59.58634883,-0.06803071
460.56888400,0.30049584,0.00289993,0.35717582,59.34671983,-0.03065071
460.76936400,0.30050384,0.00289993,0.35718582,59.47892183,0.01866729
460.96984400,0.30052384,0.00289993,0.35720882,59.11670883,-0.01102571
461.17032400,0.30051984,0.00289993,0.35720482,59.29113883,-0.01955871
461.37080400,0.30052084,0.00289993,0.35720582,59.16333783,0.00394829
461.57128400,0.30050984,0.00289993,0.35719182,58.38871883,-0.05950171
461.77176400,0.30051884,0.00289993,0.35720382,59.42320383,-0.04033171
461.97224400,0.30051684,0.00289993,0.35720082,60.10451683,-0.05506671
462.17272400,0.30050584,0.00289993,0.35718682,57.99405983,-0.04993371
462.37320400,0.30051084,0.00289993,0.35719282,59.54289883,-0.05955271
462.57368400,0.30051184,0.00289993,0.35719482,59.22385583,-0.09399771
462.77416400,0.30051584,0.00289993,0.35719982,59.03125483,-0.13119971
462.97464400,0.30052884,0.00289993,0.35721482,59.59244183,-0.08452671
463.17512400,0.30052084,0.00289993,0.35720482,58.79339383,-0.05426371
463.37560400,0.30053584,0.00289993,0.35722382,59.10847783,-0.10898471
463.57608400,0.30053984,0.00289993,0.35722782,59.69260083,-0.19864771
463.77656400,0.30056484,0.00290093,0.35725782,58.75967283,-0.17529571
463.97704400,0.30057984,0.00290093,0.35727482,58.88268183,-0.15600071
464.17752400,0.30058084,0.00290093,0.35727682,59.90722883,-0.12636371
464.37800400,0.30057884,0.00290093,0.35727382,58.91027483,-0.11276571
464.57848400,0.30058084,0.00290093,0.35727682,59.70630783,-0.06619171
464.77896400,0.30058584,0.00290093,0.35728282,58.59295683,-0.03788471
464.97944400,0.30059684,0.00290093,0.35729482,58.48162083,-0.04771071
465.17992400,0.30061584,0.00290093,0.35731882,58.56819383,-0.05348071
465.38040400,0.30061684,0.00290093,0.35731982,58.84987883,-0.04832571
465.58088400,0.30061684,0.00290093,0.35731982,58.90857183,-0.08465171
465.78136400,0.30062184,0.00290093,0.35732482,59.26991583,-0.07016671
465.98184400,0.30060884,0.00290093,0.35730982,59.48027083,-0.00086771
466.18232400,0.30061584,0.00290093,0.35731782,58.91473483,0.01505429
466.38280400,0.30062084,0.00290093,0.35732382,59.39445183,0.05899429
466.58328400,0.30062284,0.00290093,0.35732682,59.43596383,0.04800629
466.78376400,0.30063984,0.00290093,0.35734682,58.56164783,0.06863529
466.98424400,0.30066984,0.00290193,0.35738182,59.09763483,0.06715629
467.18472400,0.30068184,0.00290193,0.35739682,59.54056983,0.09072129
467.38520400,0.30068084,0.00290193,0.35739582,58.73723883,0.09888629
467.58568400,0.30069184,0.00290193,0.35740782,58.88237083,0.06363029
467.78616400,0.30068184,0.00290193,0.35739682,58.91999683,0.03477829
467.98664400,0.30067884,0.00290193,0.35739382,58.38747583,0.04748129
468.18712400,0.30068284,0.00290193,0.35739782,58.56976183,0.09932029
468.38760400,0.30068384,0.00290193,0.35739882,58.73134183,0.04626129
468.58808400,0.30069684,0.00290193,0.35741482,58.52741683,0.00731529
468.78856400,0.30069884,0.00290193,0.35741682,59.86525283,0.01400829
468.98904400,0.30067384,0.00290193,0.35738782,59.91551683,0.03331729
469.18952400,0.30066784,0.00290193,0.35738082,59.58468383,0.04652529
469.39000400,0.30068184,0.00290193,0.35739682,59.24625083,0.02421929
469.59048400,0.30067584,0.00290193,0.35738982,59.23425583,-0.01929471
469.79096400,0.30068784,0.00290193,0.35740482,59.08654383,-0.02258071
469.99144400,0.30070884,0.00290193,0.35742882,59.14155383,-0.02232571
470.19192400,0.30072384,0.00290193,0.35744682,58.68926383,0.00924629
470.39240400,0.30074584,0.00290193,0.35747282,58.93947783,0.08375329
470.59288400,0.30073084,0.00290193,0.35745482,59.21066183,0.03930529
470.79336400,0.30076084,0.00290193,0.35749082,58.50228383,0.03863829
470.99384400,0.30078184,0.00290293,0.35751582,58.79516683,0.04206629
471.19432400,0.30079484,0.00290293,0.35753182,58.63369083,-0.00094571
471.39480400,0.30080184,0.00290293,0.35753982,58.76358583,0.05762629
471.59528400,0.30081284,0.00290293,0.35755282,58.84515483,0.05805029
471.79576400,0.30080984,0.00290293,0.35754882,58.77211583,0.01645029
471.99624400,0.30082984,0.00290293,0.35757282,58.55878483,0.05252129
472.19672400,0.30083784,0.00290293,0.35758182,59.57157983,0.04564129
472.39720400,0.30084584,0.00290293,0.35759182,59.34124583,0.02084629
472.59768400,0.30083484,0.00290293,0.35757782,58.89293983,0.00274029
472.79816400,0.30085684,0.00290293,0.35760482,59.29035683,0.00830929
472.99864400,0.30086084,0.00290293,0.35760882,58.61599583,-0.02647071
473.19912400,0.30088384,0.00290393,0.35763682,59.27160683,-0.06711871
473.39960400,0.30087484,0.00290393,0.35762682,59.18496483,-0.10173671
473.60008400,0.30089084,0.00290393,0.35764482,59.04633183,-0.04613371
473.80056400,0.30091484,0.00290393,0.35767382,60.06923783,-0.08749571
474.00104400,0.30090684,0.00290393,0.35766382,58.46520983,-0.13982871
474.20152400,0.30093284,0.00290393,0.35769482,59.32624083,-0.09557971
474.40200400,0.30095184,0.00290393,0.35771682,59.43330483,-0.00365071
474.60248400,0.30095184,0.00290393,0.35771782,59.00889883,-0.02985471
474.80296400,0.30096584,0.00290393,0.35773382,59.62798183,-0.07044571
475.00344400,0.30097184,0.00290393,0.35774182,59.04299183,-0.10531571
475.20392400,0.30097784,0.00290493,0.35774882,59.66503983,-0.08727271
475.40440400,0.30099884,0.00290493,0.35777382,59.42744983,-0.09012871
475.60488400,0.30100584,0.00290493,0.35778182,59.34209383,-0.05243071
475.80536400,0.30102084,0.00290493,0.35779982,58.92163383,-0.01299371
476.00584400,0.30104384,0.00290493,0.35782682,59.42727183,-0.04652371
476.20632400,0.30102684,0.00290493,0.35780682,59.12874883,-0.05985071
476.40680400,0.30104384,0.00290493,0.35782782,59.52078083,-0.07639371
476.60728400,0.30105684,0.00290493,0.35784282,59.74216183,-0.01878971
476.80776400,0.30106784,0.00290493,0.35785482,59.05592783,0.00244829
477.00724200,0.30107384,0.00290493,0.35786282,59.95341983,-0.02514971
477.20772200,0.30106884,0.00290493,0.35785682,59.41224683,-0.03448671
477.40820200,0.30107184,0.00290493,0.35786082,59.68644483,-0.00425571
477.60868200,0.30105484,0.00290493,0.35784082,58.92284983,0.00359829
477.80916200,0.30105784,0.00290493,0.35784382,59.45674783,0.06153229
478.00964200,0.30107284,0.00290493,0.35786182,59.20557683,0.09868729
478.21012200,0.30105284,0.00290493,0.35783782,59.80067483,0.12733929
478.41060200,0.30107384,0.00290493,0.35786182,58.81128983,0.11357329
478.61108200,0.30107284,0.00290493,0.35786182,59.13731583,0.07741229
478.81156200,0.30106684,0.00290493,0.35785482,58.96857883,0.07708329
479.01204200,0.30109684,0.00290593,0.35788982,58.67236783,0.11506129
479.21252200,0.30110584,0.00290593,0.35790082,59.32345083,0.07989429
479.41300200,0.30110384,0.00290593,0.35789782,59.44526483,0.03250629
479.61348200,0.30110084,0.00290593,0.35789482,59.50807383,0.05779229
479.81396200,0.30108684,0.00290593,0.35787882,59.37798183,0.07730829
480.01444200,0.30109584,0.00290593,0.35788882,59.37546883,0.02339229
480.21492200,0.30111184,0.00290593,0.35790782,58.93493183,-0.03323671
480.41540200,0.30111984,0.00290593,0.35791782,58.66642583,-0.05230171
480.61588200,0.30111584,0.00290593,0.35791282,58.90911083,-0.11010371
480.81636200,0.30110884,0.00290593,0.35790482,59.14206683,-0.08123471
481.01684200,0.30111084,0.00290593,0.35790682,59.10546983,-0.02741371
481.21732200,0.30111784,0.00290593,0.35791582,59.49878683,-0.04741471
481.41780200,0.30113184,0.00290593,0.35793182,59.51738083,-0.04407971
481.61828200,0.30113784,0.00290593,0.35793882,58.75117783,-0.07437571
481.81876200,0.30113684,0.00290593,0.35793782,58.65457883,-0.02887271
482.01924200,0.30113684,0.00290593,0.35793682,58.50463983,0.01138629
482.21972200,0.30115584,0.00290593,0.35795982,59.43679983,0.01750629
482.42020200,0.30118484,0.00290693,0.35799382,59.30822383,-0.02772871
482.62068200,0.30119284,0.00290693,0.35800482,59.47620983,-0.08398071
482.82116200,0.30118684,0.00290693,0.35799682,58.54335083,-0.11000571
483.02164200,0.30120384,0.00290693,0.35801682,59.40572883,-0.07230771
483.22212200,0.30120684,0.00290693,0.35801982,58.84672083,-0.08563071
483.42260200,0.30122184,0.00290693,0.35803782,58.65084583,-0.07932871
483.62308200,0.30123984,0.00290693,0.35805982,58.69537783,-0.10924171
483.82356200,0.30124384,0.00290693,0.35806482,59.47449183,-0.19771571
484.02404200,0.30124284,0.00290693,0.35806382,58.70355283,-0.13025771
484.22452200,0.30124284,0.00290693,0.35806382,59.01811883,-0.08778771
484.42500200,0.30124284,0.00290693,0.35806282,59.27159983,-0.06386871
484.62548200,0.30126484,0.00290693,0.35808982,59.49162583,-0.07504871
484.82596200,0.30127884,0.00290693,0.35810682,58.98052783,-0.10228271
485.02644200,0.30129884,0.00290793,0.35813082,59.35841983,-0.08225271
485.22692200,0.30126984,0.00290693,0.35809582,58.55078983,-0.05184471
485.42740200,0.30126584,0.00290693,0.35809082,58.89534883,-0.07894171
485.62788200,0.30125484,0.00290693,0.35807782,58.63401683,-0.08281371
485.82836200,0.30125684,0.00290693,0.35808082,59.16467283,-0.00068371
486.02884200,0.30126184,0.00290693,0.35808682,59.79916683,-0.09253471
486.22932200,0.30126984,0.00290693,0.35809482,58.75833183,-0.12099271
486.42980200,0.30129684,0.00290793,0.35812782,58.79635483,-0.10962671
486.63028200,0.30128784,0.00290793,0.35811682,58.90269183,-0.03392271
486.83076200,0.30126984,0.00290693,0.35809582,59.52074083,-0.03849071
487.03124200,0.30128384,0.00290693,0.35811182,59.14350083,-0.12822271
487.23172200,0.30126684,0.00290693,0.35809182,58.91812583,-0.14356771
487.43220200,0.30125884,0.00290693,0.35808282,58.83788083,-0.12036071
487.63268200,0.30126684,0.00290693,0.35809282,59.35942583,-0.17129371
487.83316200,0.30128584,0.00290793,0.35811482,58.93243583,-0.22756571
488.03364200,0.30125284,0.00290693,0.35807582,58.65582883,-0.22306371
488.23412200,0.30127484,0.00290693,0.35810182,58.46311883,-0.20756471
488.43460200,0.30128384,0.00290693,0.35811182,58.85530383,-0.21783171
488.63508200,0.30128084,0.00290693,0.35810782,59.51782583,-0.21833171
488.83556200,0.30128084,0.00290693,0.35810882,58.48394483,-0.28575471
489.03604200,0.30128084,0.00290693,0.35810882,58.93503783,-0.29891171
489.23652200,0.30129684,0.00290793,0.35812782,59.05359783,-0.29433771
489.43700200,0.30131284,0.00290793,0.35814682,58.79902583,-0.31381171
489.63748200,0.30130284,0.00290793,0.35813482,58.65874583,-0.30310571
489.83796200,0.30129084,0.00290793,0.35811982,59.34412883,-0.22452271
490.03844200,0.30129784,0.00290793,0.35812982,58.70762683,-0.20290771
490.23892200,0.30131184,0.00290793,0.35814582,59.61373783,-0.18765471
490.43940200,0.30132284,0.00290793,0.35815882,59.25283883,-0.17198571
490.63988200,0.30133284,0.00290793,0.35817082,60.05750583,-0.20265571
490.84036200,0.30134584,0.00290793,0.35818582,58.78030983,-0.16012271
491.04084200,0.30136384,0.00290793,0.35820782,59.84397683,-0.17397271
491.24132200,0.30136484,0.00290793,0.35820882,59.05041883,-0.12593871
491.44180200,0.30137884,0.00290793,0.35822582,59.37582283,-0.12949671
491.64228200,0.30137284,0.00290793,0.35821882,58.47043683,-0.20606571
491.84276200,0.30140484,0.00290893,0.35825582,59.53784583,-0.15851171
492.04324200,0.30142684,0.00290893,0.35828282,58.50252483,-0.17455071
492.24372200,0.30142184,0.00290893,0.35827682,59.62520883,-0.15501071
492.44420200,0.30141684,0.00290893,0.35827082,59.29720083,-0.16118471
492.64468200,0.30142484,0.00290893,0.35827982,58.73841583,-0.11249271
492.84516200,0.30143784,0.00290893,0.35829582,59.77918283,-0.13199871
493.04564200,0.30144884,0.00290893,0.35830882,59.54443283,-0.17116771
493.24612200,0.30144984,0.00290893,0.35830982,59.60632983,-0.15207671
493.44660200,0.30143184,0.00290893,0.35828882,59.09308083,-0.13053171
493.64708200,0.30143984,0.00290893,0.35829682,59.27055683,-0.15491471
493.84756200,0.30143184,0.00290893,0.35828782,59.57980783,-0.14162471
494.04804200,0.30144484,0.00290893,0.35830382,59.28420083,-0.14618571
494.24852200,0.30144684,0.00290893,0.35830582,59.18477083,-0.17132271
494.44900200,0.30144384,0.00290893,0.35830282,58.57155883,-0.13767971
494.64847900,0.30145684,0.00290893,0.35831782,58.99756583,-0.06870971
494.84895900,0.30145784,0.00290893,0.35831882,59.19598583,-0.04419671
495.04943900,0.30145284,0.00290893,0.35831382,59.49861183,-0.06824571
495.24991900,0.30143484,0.00290893,0.35829082,58.41259783,-0.08108671
495.45039900,0.30143084,0.00290893,0.35828682,59.49051883,-0.06465771
495.65087900,0.30141584,0.00290893,0.35826982,59.17536083,-0.10520371
495.85135900,0.30141284,0.00290893,0.35826582,59.08496183,-0.16718571
496.05183900,0.30139784,0.00290893,0.35824682,58.80136783,-0.16218271
496.25231900,0.30139584,0.00290893,0.35824482,59.37767183,-0.10428271
496.45279900,0.30138384,0.00290793,0.35823082,59.59484983,-0.17555571
496.65327900,0.30140484,0.00290893,0.35825582,58.71878283,-0.17978571
496.85375900,0.30142484,0.00290893,0.35827982,59.36752683,-0.13422471
497.05423900,0.30141484,0.00290893,0.35826782,59.50500083,-0.10955571
497.25471900,0.30140084,0.00290893,0.35825182,59.27769283,-0.13861071
497.45519900,0.30137084,0.00290793,0.35821482,59.42153183,-0.15989971
497.65567900,0.30135984,0.00290793,0.35820282,59.58647983,-0.17159671
497.85615900,0.30136684,0.00290793,0.35821082,59.17421283,-0.13909971
498.05663900,0.30136684,0.00290793,0.35821082,59.26150383,-0.15299571
498.25711900,0.30134984,0.00290793,0.35819082,59.16590183,-0.15547371
498.45760000,0.30135084,0.00290793,0.35819282,59.08090583,-0.16526771
498.65808000,0.30133184,0.00290793,0.35816982,58.63589583,-0.19536471
498.85856000,0.30134284,0.00290793,0.35818282,59.70897983,-0.12034771
499.05904000,0.30135084,0.00290793,0.35819182,59.45009883,-0.10482771
499.25952000,0.30137184,0.00290793,0.35821682,59.01507283,-0.11106971
499.46000000,0.30135884,0.00290793,0.35820182,59.40515283,-0.16265871
499.66048000,0.30134684,0.00290793,0.35818682,59.13876583,-0.24683371
499.86096000,0.30135284,0.00290793,0.35819482,59.46706283,-0.24471971
500.06144000,0.30138684,0.00290793,0.35823482,59.50634283,-0.23737471
500.26191900,0.30137084,0.00290793,0.35821582,59.31526783,-0.23167071
500.46239900,0.30135684,0.00290793,0.35819882,59.59959283,-0.24787571
500.66287900,0.30134984,0.00290793,0.35819082,59.31812883,-0.24098971
500.86335900,0.30134784,0.00290793,0.35818782,59.51071983,-0.20238971
501.06383900,0.30134684,0.00290793,0.35818682,59.19124783,-0.22475671
501.26431900,0.30133984,0.00290793,0.35817882,59.33229283,-0.20362071
501.46479900,0.30135484,0.00290793,0.35819582,58.93970583,-0.17751971
501.66527900,0.30134984,0.00290793,0.35819082,58.84173183,-0.14757071
501.86575900,0.30134984,0.00290793,0.35819082,58.68011083,-0.14282171
502.06623900,0.30136184,0.00290793,0.35820482,59.65951683,-0.18327271
502.26671900,0.30135284,0.00290793,0.35819382,59.52776683,-0.17207771
502.46719900,0.30133184,0.00290793,0.35816982,58.76888283,-0.16233171
502.66767900,0.30134484,0.00290793,0.35818482,58.96463883,-0.15552771
502.86815900,0.30135684,0.00290793,0.35819982,59.16576483,-0.20278171
503.06863900,0.30135584,0.00290793,0.35819782,59.23248883,-0.21804371
503.26911900,0.30135684,0.00290793,0.35819982,59.64335883,-0.15150571
503.46959900,0.30136584,0.00290793,0.35820982,58.93817383,-0.20739571
503.67007900,0.30137384,0.00290793,0.35821982,59.41636383,-0.20129871
503.87055900,0.30136984,0.00290793,0.35821482,59.24247683,-0.20635271
504.07103900,0.30138784,0.00290793,0.35823582,59.03870383,-0.25182871
504.27151900,0.30139184,0.00290893,0.35823982,60.18651983,-0.22243371
504.47200000,0.30142684,0.00290893,0.35828282,59.85667783,-0.23609471
504.67248000,0.30142784,0.00290893,0.35828382,59.00327183,-0.25844671
504.87296000,0.30146984,0.00290893,0.35833282,58.46720883,-0.22893571
505.07344000,0.30146984,0.00290893,0.35833282,59.85255883,-0.23627171
505.27392000,0.30146284,0.00290893,0.35832582,58.66605483,-0.26869371
505.47440000,0.30145184,0.00290893,0.35831182,58.92418083,-0.26833371
505.67488000,0.30146884,0.00290893,0.35833282,58.39102483,-0.23110871
505.87536000,0.30144284,0.00290893,0.35830182,59.06486883,-0.25244371
506.07584000,0.30145284,0.00290893,0.35831282,58.58738883,-0.28197971
506.27632000,0.30147084,0.00290893,0.35833482,59.46213183,-0.33126971
506.47679900,0.30145484,0.00290893,0.35831482,58.89565683,-0.27865871
506.67727900,0.30146584,0.00290893,0.35832882,59.10612283,-0.24845671
506.87775900,0.30148084,0.00290893,0.35834582,58.59165383,-0.24896871
507.07823900,0.30145684,0.00290893,0.35831882,59.52705583,-0.26137471
507.27871900,0.30149184,0.00290893,0.35835982,59.27944283,-0.31947771
507.47919900,0.30150684,0.00290993,0.35837782,59.61055483,-0.33040571
507.67967900,0.30149884,0.00290993,0.35836782,59.18186983,-0.32037971
507.88015900,0.30149184,0.00290893,0.35835982,58.25343983,-0.33833971
508.08063900,0.30147284,0.00290893,0.35833682,59.03576483,-0.30414271
508.28111900,0.30147484,0.00290893,0.35833882,59.49268983,-0.25805571
508.48159900,0.30150084,0.00290993,0.35836982,58.79025083,-0.22603671
508.68207900,0.30149284,0.00290993,0.35836082,59.33591183,-0.22293971
508.88255900,0.30149784,0.00290993,0.35836682,58.88662383,-0.21552271
509.08303900,0.30149484,0.00290993,0.35836382,58.83755183,-0.22444471
509.28351900,0.30154084,0.00290993,0.35841782,59.10642183,-0.29595771
509.48399900,0.30154884,0.00290993,0.35842682,59.54558183,-0.26229771
509.68447900,0.30156484,0.00290993,0.35844682,59.32318183,-0.24796671
509.88495900,0.30155684,0.00290993,0.35843682,58.95458183,-0.26774371
510.08543900,0.30157884,0.00290993,0.35846382,59.20874083,-0.30399371
510.28591900,0.30156984,0.00290993,0.35845182,58.51428483,-0.27089271
510.48639900,0.30156784,0.00290993,0.35844982,59.46748383,-0.21315471
510.68688000,0.30153284,0.00290993,0.35840782,58.80667383,-0.21673171
510.88736000,0.30151684,0.00290993,0.35838882,59.94743683,-0.24079571
511.08784000,0.30151384,0.00290993,0.35838482,59.76417283,-0.18217171
511.28832000,0.30151384,0.00290993,0.35838582,58.81876083,-0.15391571
511.48880000,0.30154284,0.00290993,0.35842082,58.25189783,-0.14199771
511.68928000,0.30155484,0.00290993,0.35843482,59.12083683,-0.18755271
511.88976000,0.30160684,0.00291093,0.35849682,60.13692583,-0.19689971
512.08923700,0.30158384,0.00290993,0.35846882,59.29778983,-0.16547171
512.28971700,0.30153784,0.00290993,0.35841482,59.52433283,-0.17759271
512.49019700,0.30153184,0.00290993,0.35840782,59.54720483,-0.17360771
512.69067700,0.30152684,0.00290993,0.35840182,59.06759883,-0.17990571
512.89115700,0.30152984,0.00290993,0.35840482,59.76599283,-0.20719871
513.09163700,0.30150984,0.00290993,0.35838082,58.95845883,-0.26846171
513.29211700,0.30153184,0.00290993,0.35840682,60.31014983,-0.25813371
513.49259700,0.30152184,0.00290993,0.35839482,59.64665883,-0.24424271
513.69307700,0.30153584,0.00290993,0.35841182,59.31715683,-0.25619871
513.89355700,0.30153684,0.00290993,0.35841382,58.41772783,-0.29827471
514.09403700,0.30153184,0.00290993,0.35840682,59.77676483,-0.34684171
514.29451700,0.30151384,0.00290993,0.35838582,59.50604883,-0.30528871
514.49499700,0.30155684,0.00290993,0.35843682,59.38566483,-0.26483671
514.69547700,0.30156284,0.00290993,0.35844382,58.69771783,-0.29025671
514.89595700,0.30153284,0.00290993,0.35840782,58.93847183,-0.29118471
515.09643700,0.30153184,0.00290993,0.35840682,59.65952583,-0.29781771
515.29691700,0.30153184,0.00290993,0.35840682,58.98617883,-0.32978671
515.49739700,0.30152784,0.00290993,0.35840282,59.74367983,-0.29028271
515.69787700,0.30150784,0.00290993,0.35837882,59.29837383,-0.28630471
515.89835700,0.30153184,0.00290993,0.35840782,59.63222683,-0.28026671
516.09883700,0.30155284,0.00290993,0.35843182,59.16530983,-0.29872171
516.29931700,0.30154584,0.00290993,0.35842382,59.43328083,-0.27314471
516.49979700,0.30156084,0.00290993,0.35844182,60.09634283,-0.21725571
516.70027700,0.30156884,0.00290993,0.35845082,59.28751683,-0.21259671
516.90075700,0.30155784,0.00290993,0.35843782,59.65104083,-0.18437471
517.10123700,0.30153584,0.00290993,0.35841182,58.89209383,-0.13303171
517.30171700,0.30153484,0.00290993,0.35840982,59.71753383,-0.11647771
517.50219700,0.30154184,0.00290993,0.35841882,59.30126783,-0.17363671
517.70267700,0.30155784,0.00290993,0.35843782,59.62060483,-0.23556971
517.90315700,0.30157884,0.00290993,0.35846282,59.73242983,-0.26812471
518.10363700,0.30157084,0.00290993,0.35845282,59.23850283,-0.21579271
518.30411700,0.30158584,0.00290993,0.35847182,58.67356683,-0.18421271
518.50459700,0.30160684,0.00291093,0.35849682,59.18068683,-0.19048771
518.70507700,0.30159384,0.00290993,0.35848082,59.07054683,-0.11747171
518.90555700,0.30155684,0.00290993,0.35843682,59.59783783,0.00527529
519.10603700,0.30156984,0.00290993,0.35845282,59.02774083,-0.02804771
519.30651700,0.30158384,0.00290993,0.35846882,59.30000983,-0.10562371
519.50699700,0.30157484,0.00290993,0.35845782,59.62820283,-0.15620771
519.70747700,0.30159584,0.00290993,0.35848282,59.54173283,-0.06405771
519.90795700,0.30163284,0.00291093,0.35852782,59.25030883,-0.02954971
520.10843700,0.30158784,0.00290993,0.35847382,59.15341983,-0.06596871
520.30891700,0.30163484,0.00291093,0.35852882,59.50936483,-0.04336771
520.50939700,0.30165484,0.00291093,0.35855282,58.74180283,-0.08846171
520.70987700,0.30165284,0.00291093,0.35855082,60.13646283,-0.11976371
520.91035700,0.30163784,0.00291093,0.35853282,59.63134283,-0.07342971
521.11083700,0.30167284,0.00291093,0.35857382,59.44222783,-0.01452571
521.31131700,0.30166084,0.00291093,0.35855982,58.97821683,-0.03243671
521.51179700,0.30167184,0.00291093,0.35857282,59.06199383,-0.07871671
521.71227700,0.30168884,0.00291093,0.35859382,58.92814283,-0.08116171
521.91275700,0.30170984,0.00291193,0.35861782,59.18563083,-0.11178071
522.11323700,0.30174984,0.00291193,0.35866582,59.27126283,-0.13347671
522.31371700,0.30175484,0.00291193,0.35867282,59.45110383,-0.17800171
522.51419700,0.30174084,0.00291193,0.35865582,59.82940083,-0.17040071
522.71467700,0.30174284,0.00291193,0.35865782,59.26179483,-0.07142971
522.91515700,0.30174184,0.00291193,0.35865682,58.59018583,-0.04735671
523.11563700,0.30174184,0.00291193,0.35865682,59.18896983,0.01772729
523.31611700,0.30175184,0.00291193,0.35866882,59.00770583,-0.03830471
523.51659700,0.30176884,0.00291193,0.35868882,59.25901183,-0.05900471
523.71707700,0.30175584,0.00291193,0.35867382,59.75923383,-0.01776771
523.91755700,0.30176484,0.00291193,0.35868382,60.11488583,0.04563529
524.11803700,0.30178384,0.00291193,0.35870682,58.70103783,0.04024229
524.31851700,0.30179284,0.00291193,0.35871682,59.51317583,0.04457029
524.51899700,0.30175984,0.00291193,0.35867882,59.26818783,0.04280129
524.71947700,0.30174484,0.00291193,0.35865982,59.31567683,0.06010029
524.91995700,0.30174984,0.00291193,0.35866682,59.89621083,0.10211629
525.12043700,0.30174484,0.00291193,0.35866082,58.38220483,0.05311429
525.32091700,0.30175284,0.00291193,0.35866982,59.84714883,0.04344329
525.52139700,0.30176884,0.00291193,0.35868882,59.08061583,0.02826529
525.72187700,0.30179084,0.00291193,0.35871482,60.13407783,0.06734729
525.92235700,0.30178284,0.00291193,0.35870482,59.36055983,0.08738329
526.12283700,0.30175784,0.00291193,0.35867582,59.58761883,0.11282329
526.32331700,0.30176984,0.00291193,0.35868982,59.24841083,0.07883729
526.52379700,0.30176784,0.00291193,0.35868782,59.41775383,0.05416529
526.72427700,0.30179484,0.00291193,0.35871882,59.51649183,0.11260129
526.92475700,0.30179884,0.00291193,0.35872482,59.28546783,0.03576829
