Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
146.25495800,0.28873384,0.00278593,0.34319482,57.98484883,0.05028429
146.45539800,0.28875184,0.00278693,0.34321582,58.59703083,0.02438629
146.65583800,0.28878084,0.00278693,0.34325082,57.60326683,0.10065829
146.85627800,0.28881484,0.00278693,0.34329082,57.47521383,0.08208729
147.05671800,0.28882584,0.00278693,0.34330382,57.94956583,0.08984629
147.25715800,0.28884884,0.00278693,0.34333182,57.10044183,0.08582929
147.45759800,0.28886684,0.00278793,0.34335282,57.98334883,0.08329829
147.65803800,0.28886184,0.00278793,0.34334682,57.72645083,0.08198729
147.85847800,0.28889084,0.00278793,0.34338182,57.45612083,0.08293529
148.05891800,0.28892784,0.00278793,0.34342482,57.10594083,0.10538029
148.25935800,0.28895584,0.00278893,0.34345882,57.47451883,0.11986229
148.45979800,0.28897684,0.00278893,0.34348382,57.84321183,0.16668629
148.66023800,0.28900784,0.00278893,0.34351982,57.03268383,0.17381229
148.86067800,0.28904284,0.00278893,0.34356282,58.27753983,0.13491429
149.06111800,0.28906984,0.00278993,0.34359482,58.45603283,0.16797929
149.26155800,0.28908784,0.00278993,0.34361582,58.18096883,0.15324829
149.46199800,0.28911184,0.00278993,0.34364382,57.55638083,0.15881529
149.66243800,0.28914684,0.00278993,0.34368582,57.43437183,0.13571129
149.86287800,0.28917584,0.00279093,0.34372082,57.94765483,0.14915429
150.06331800,0.28919284,0.00279093,0.34374082,57.21542483,0.11289129
150.26375800,0.28922684,0.00279093,0.34378082,58.22332283,0.19480829
150.46419800,0.28927084,0.00279193,0.34383282,58.16777183,0.19396229
150.66463800,0.28928484,0.00279193,0.34384982,57.98234383,0.20161729
150.86507800,0.28930884,0.00279193,0.34387782,58.76325083,0.20626529
151.06551800,0.28930784,0.00279193,0.34387682,58.23458483,0.20857229
151.26595800,0.28932384,0.00279193,0.34389682,58.05674083,0.21661629
151.46639800,0.28935284,0.00279193,0.34393082,58.17898583,0.27794829
151.66683800,0.28938184,0.00279293,0.34396482,59.07728283,0.26727329
151.86727800,0.28941084,0.00279293,0.34399882,57.97657883,0.26984029
152.06771800,0.28943384,0.00279293,0.34402682,57.87098983,0.26165529
152.26815800,0.28946184,0.00279293,0.34405982,58.11582483,0.22952529
152.46859800,0.28949084,0.00279393,0.34409482,58.36814783,0.25721329
152.66903800,0.28951884,0.00279393,0.34412782,58.09738583,0.29499729
152.86947800,0.28953484,0.00279393,0.34414682,57.98617583,0.25933929
153.06991800,0.28952084,0.00279393,0.34413082,58.21604783,0.24816929
153.27035800,0.28951784,0.00279393,0.34412682,58.42335383,0.22959429
153.47079800,0.28952284,0.00279393,0.34413282,58.76908983,0.19687529
153.67123800,0.28954384,0.00279393,0.34415782,57.55148383,0.17645729
153.87167800,0.28956884,0.00279393,0.34418782,58.00866983,0.15470529
154.07211800,0.28958284,0.00279493,0.34420382,58.29136583,0.11541829
154.27255800,0.28961284,0.00279493,0.34423982,57.77329883,0.13072529
154.47299800,0.28961684,0.00279493,0.34424482,57.87395383,0.09048829
154.67343800,0.28963484,0.00279493,0.34426582,56.94927483,0.16961129
154.87387800,0.28965584,0.00279493,0.34429082,57.95104583,0.20631529
155.07431800,0.28966984,0.00279493,0.34430782,57.29997383,0.21210929
155.27475800,0.28967084,0.00279493,0.34430882,57.98002483,0.24274829
155.47519800,0.28966884,0.00279493,0.34430582,57.99902183,0.24844629
155.67563800,0.28968784,0.00279593,0.34432882,57.57647483,0.21078029
155.87607800,0.28971684,0.00279593,0.34436282,58.17555283,0.20356229
156.07651800,0.28973584,0.00279593,0.34438582,58.41372583,0.19059529
156.27695800,0.28975584,0.00279593,0.34440982,58.44114983,0.24965929
156.47739800,0.28976184,0.00279593,0.34441682,58.01947483,0.28120829
156.67783800,0.28977884,0.00279593,0.34443682,57.91466683,0.26319029
156.87827800,0.28976684,0.00279593,0.34442282,57.89977483,0.22678729
157.07871800,0.28978284,0.00279593,0.34444182,57.91904583,0.22523629
157.27915800,0.28981884,0.00279693,0.34448482,57.83466783,0.17279629
157.47959800,0.28979484,0.00279693,0.34445582,57.34150783,0.08498729
157.68003800,0.28982384,0.00279693,0.34449082,57.99021183,0.12282729
157.88047800,0.28985784,0.00279693,0.34453182,57.22996083,0.21881729
158.08091800,0.28986884,0.00279693,0.34454382,57.55724783,0.20623529
158.28135800,0.28988184,0.00279693,0.34455982,57.70023083,0.11924829
158.48179800,0.28989084,0.00279793,0.34457082,58.09682883,0.15050429
158.68223800,0.28989284,0.00279793,0.34457182,57.47097783,0.16643029
158.88267800,0.28990884,0.00279793,0.34459182,57.81991883,0.17170829
159.08311800,0.28992384,0.00279793,0.34460882,58.02352083,0.16202329
159.28355800,0.28992384,0.00279793,0.34460982,57.99724883,0.19709929
159.48399800,0.28995384,0.00279793,0.34464482,58.78315283,0.17567029
159.68443800,0.28995984,0.00279793,0.34465182,58.76682983,0.18960729
159.88487800,0.28997684,0.00279793,0.34467282,57.66337483,0.11864729
160.08531800,0.29000084,0.00279893,0.34470082,57.55745483,0.09156129
160.28575800,0.29002084,0.00279893,0.34472482,57.77448583,0.10522429
160.48619800,0.29001084,0.00279893,0.34471382,58.67196283,0.15145829
160.68663800,0.29001284,0.00279893,0.34471582,57.69366083,0.20621629
160.88707800,0.29005384,0.00279893,0.34476382,58.44268683,0.27562529
161.08751800,0.29007184,0.00279893,0.34478482,57.23108283,0.27858429
161.28795800,0.29010384,0.00279993,0.34482382,58.39207283,0.24389129
161.48839800,0.29010084,0.00279993,0.34481982,57.84304383,0.24187029
161.68783600,0.29012284,0.00279993,0.34484582,58.03583683,0.25100129
161.88827600,0.29013384,0.00279993,0.34485882,57.63742083,0.19145129
162.08871600,0.29013584,0.00279993,0.34486182,58.52991983,0.18190729
162.28915600,0.29013984,0.00279993,0.34486582,57.86341183,0.20210229
162.48959600,0.29016084,0.00279993,0.34489182,57.75569683,0.18976029
162.69003600,0.29017584,0.00279993,0.34490882,57.74087283,0.20353629
162.89047600,0.29019584,0.00279993,0.34493282,57.62598783,0.20647729
163.09091600,0.29021484,0.00280093,0.34495482,58.76606883,0.12167829
163.29135600,0.29021784,0.00280093,0.34495882,57.95647183,0.09919629
163.49179600,0.29025584,0.00280093,0.34500482,57.50390483,0.09339929
163.69223600,0.29027884,0.00280093,0.34503182,57.47621383,0.07043129
163.89267600,0.29029184,0.00280093,0.34504682,57.58402283,0.08235029
164.09311600,0.29030184,0.00280193,0.34505882,58.17011783,0.08856929
164.29355600,0.29032284,0.00280193,0.34508282,58.52789783,0.10284529
164.49399600,0.29034484,0.00280193,0.34511082,57.70516083,0.13792229
164.69443600,0.29035784,0.00280193,0.34512582,58.72904483,0.13229629
164.89487600,0.29035684,0.00280193,0.34512482,57.70757383,0.13346729
165.09531600,0.29035584,0.00280193,0.34512282,58.08431883,0.12227729
165.29575600,0.29038284,0.00280193,0.34515582,57.07155783,0.16931029
165.49619600,0.29039984,0.00280193,0.34517482,58.47393883,0.16662729
165.69663600,0.29041284,0.00280293,0.34518982,58.02572883,0.15297529
165.89707600,0.29043284,0.00280293,0.34521482,58.53308283,0.17812429
166.09751600,0.29044684,0.00280293,0.34523082,58.42491783,0.18016329
166.29795600,0.29043984,0.00280293,0.34522282,58.07503383,0.21604629
166.49839600,0.29043984,0.00280293,0.34522282,58.52599383,0.20021429
166.69883600,0.29044884,0.00280293,0.34523382,57.70518183,0.17514129
166.89927600,0.29047684,0.00280293,0.34526682,57.92316983,0.14421129
167.09971600,0.29047684,0.00280293,0.34526682,57.56880883,0.15536129
167.30015600,0.29049084,0.00280293,0.34528382,58.91090783,0.18587329
167.50059600,0.29050384,0.00280293,0.34529982,59.18741583,0.13707429
167.70103600,0.29052184,0.00280393,0.34532082,58.27124483,0.08438129
167.90147600,0.29053584,0.00280393,0.34533682,57.58178783,0.05324129
168.10191600,0.29055584,0.00280393,0.34536182,57.72849983,0.11307129
168.30235600,0.29056384,0.00280393,0.34536982,58.00716283,0.15105529
168.50279600,0.29057684,0.00280393,0.34538582,57.83871883,0.10458329
168.70323600,0.29060484,0.00280393,0.34541882,58.32846783,0.11723829
168.90367600,0.29061184,0.00280393,0.34542682,57.49648383,0.09266529
169.10411600,0.29064184,0.00280493,0.34546282,58.61845183,0.20882929
169.30455600,0.29066884,0.00280493,0.34549482,57.79090383,0.22790329
169.50499600,0.29070084,0.00280493,0.34553282,57.02807883,0.24551229
169.70543600,0.29072084,0.00280593,0.34555682,57.89397683,0.19197529
169.90587600,0.29073784,0.00280593,0.34557782,58.35155883,0.17949229
170.10631600,0.29075584,0.00280593,0.34559782,58.16489983,0.21818329
170.30675600,0.29075784,0.00280593,0.34560182,57.63516383,0.27313929
170.50719600,0.29076384,0.00280593,0.34560782,58.28932983,0.31956229
170.70763600,0.29076784,0.00280593,0.34561282,58.10081483,0.35303429
170.90807600,0.29078184,0.00280593,0.34562882,58.14518783,0.33833329
171.10851600,0.29078884,0.00280593,0.34563782,57.91670383,0.25066629
171.30895600,0.29081684,0.00280593,0.34567082,57.87875383,0.22658529
171.50939600,0.29081984,0.00280593,0.34567382,58.17603383,0.22471929
171.70983600,0.29083684,0.00280693,0.34569482,58.19107383,0.23163429
171.91027600,0.29086984,0.00280693,0.34573382,57.81312983,0.22789029
172.11071600,0.29088284,0.00280693,0.34574982,59.19360583,0.19874529
172.31115600,0.29088184,0.00280693,0.34574782,57.68152483,0.21289529
172.51159600,0.29087884,0.00280693,0.34574482,57.93900683,0.21243529
172.71203600,0.29090384,0.00280693,0.34577382,57.72637183,0.16651129
172.91247600,0.29091884,0.00280693,0.34579282,58.20867583,0.20905029
173.11291600,0.29091884,0.00280693,0.34579182,58.43853283,0.24671229
173.31335600,0.29094984,0.00280793,0.34582982,57.85501383,0.21818829
173.51379600,0.29095384,0.00280793,0.34583382,57.69759683,0.19473429
173.71423600,0.29097484,0.00280793,0.34585882,58.08714883,0.16740829
173.91467600,0.29097184,0.00280793,0.34585582,57.73989383,0.10382929
174.11511600,0.29099684,0.00280793,0.34588482,58.00683083,0.15575729
174.31555600,0.29101984,0.00280793,0.34591282,58.03573183,0.19244929
174.51599600,0.29102684,0.00280793,0.34591982,58.09562583,0.16690429
174.71643600,0.29103984,0.00280893,0.34593582,57.44058583,0.18143729
174.91687600,0.29104484,0.00280893,0.34594182,58.48396883,0.16894229
175.11731600,0.29105984,0.00280893,0.34595982,57.83134983,0.20263729
175.31775600,0.29106084,0.00280893,0.34596082,58.53179883,0.20076029
175.51819600,0.29107884,0.00280893,0.34598282,57.46012083,0.22138129
175.71863600,0.29107184,0.00280893,0.34597382,58.50506883,0.20077529
175.91907600,0.29107584,0.00280893,0.34597882,57.97350483,0.23381329
176.11951600,0.29109384,0.00280893,0.34600082,57.74231983,0.24945929
176.31995600,0.29109784,0.00280893,0.34600582,57.91585083,0.20850629
176.52039600,0.29111484,0.00280893,0.34602482,57.77124783,0.15382429
176.72083600,0.29113984,0.00280993,0.34605482,58.60386983,0.09500129
176.92127600,0.29114884,0.00280993,0.34606582,58.21308483,0.14153829
177.12171600,0.29116384,0.00280993,0.34608282,58.12759283,0.12560529
177.32215600,0.29119884,0.00280993,0.34612582,57.80480983,0.06810329
177.52259600,0.29121284,0.00280993,0.34614182,57.67100683,0.01830229
177.72303600,0.29120184,0.00280993,0.34612782,58.13003083,-0.02976471
177.92347600,0.29121384,0.00280993,0.34614182,58.99044983,0.00461329
178.12391600,0.29122284,0.00280993,0.34615382,57.92821483,0.02312129
178.32435600,0.29124484,0.00281093,0.34617982,58.08076483,0.01817829
178.52479600,0.29126484,0.00281093,0.34620282,58.40052383,0.03781629
178.72523600,0.29129284,0.00281093,0.34623682,57.98716683,0.00129329
178.92567600,0.29130484,0.00281093,0.34625182,57.63470183,0.03611729
179.12511400,0.29134484,0.00281193,0.34629782,57.59816983,0.04536029
179.32555400,0.29135184,0.00281193,0.34630682,59.15034483,0.06719529
179.52599400,0.29136184,0.00281193,0.34631882,58.34073583,0.06365929
179.72643400,0.29134584,0.00281193,0.34629982,57.75373983,0.06136229
179.92687400,0.29136484,0.00281193,0.34632182,58.00114183,0.08432629
180.12731400,0.29139084,0.00281193,0.34635282,58.14222783,0.04003129
180.32775400,0.29141684,0.00281193,0.34638482,58.19885583,0.07925229
180.52819400,0.29143584,0.00281193,0.34640682,58.23237483,0.09912129
180.72863400,0.29144584,0.00281293,0.34641882,58.15422283,0.08609429
180.92907400,0.29149284,0.00281293,0.34647382,57.65335983,0.14141329
181.12951400,0.29149184,0.00281293,0.34647282,57.01651283,0.15393829
181.32995400,0.29150484,0.00281293,0.34648882,58.60055583,0.13601229
181.53039400,0.29151784,0.00281293,0.34650382,57.96573583,0.07370129
181.73083400,0.29151484,0.00281293,0.34650082,58.56161783,0.04899629
181.93127400,0.29152284,0.00281293,0.34650982,58.18623883,0.06016929
182.13171400,0.29151684,0.00281293,0.34650282,58.40257783,0.00985429
182.33215400,0.29153384,0.00281293,0.34652282,57.69240483,0.04564329
182.53259400,0.29152984,0.00281293,0.34651782,58.50939683,0.05835929
182.73303400,0.29155784,0.00281393,0.34655182,58.58311283,0.02957329
182.93347400,0.29157284,0.00281393,0.34656982,57.72589183,-0.04668071
183.13391400,0.29158284,0.00281393,0.34658182,57.33554083,-0.04642671
183.33435400,0.29159184,0.00281393,0.34659282,57.82199783,-0.02417871
183.53479400,0.29160084,0.00281393,0.34660282,58.04480283,-0.06443871
183.73523400,0.29160884,0.00281393,0.34661282,57.19586883,-0.05777071
183.93567400,0.29162684,0.00281393,0.34663282,59.10327583,-0.04634171
184.13611400,0.29165584,0.00281493,0.34666782,57.63982483,-0.03880971
184.33655400,0.29166984,0.00281493,0.34668482,57.90039683,-0.03044671
184.53699400,0.29167084,0.00281493,0.34668582,58.24089983,-0.06971471
184.73743400,0.29168184,0.00281493,0.34669982,58.01343083,-0.11572371
184.93787400,0.29169584,0.00281493,0.34671582,57.84020983,-0.09201271
185.13831400,0.29169284,0.00281493,0.34671182,58.48767683,-0.08781571
185.33875400,0.29173584,0.00281493,0.34676382,58.43206383,-0.09666171
185.53919400,0.29173384,0.00281493,0.34676082,58.77787583,-0.10393871
185.73963400,0.29175184,0.00281493,0.34678182,58.76312583,-0.07012671
185.94007400,0.29177784,0.00281593,0.34681282,58.47389283,-0.09214471
186.14051400,0.29180484,0.00281593,0.34684482,58.61771683,-0.08645971
186.34095400,0.29180184,0.00281593,0.34684182,59.54068683,-0.06066971
186.54139400,0.29183284,0.00281593,0.34687882,57.41188183,-0.00569871
186.74183400,0.29185384,0.00281593,0.34690382,57.79419883,0.02116229
186.94227400,0.29184684,0.00281593,0.34689482,58.02899583,-0.00741271
187.14271400,0.29186584,0.00281693,0.34691782,58.34996383,-0.06568571
187.34315400,0.29188184,0.00281693,0.34693682,58.53658683,-0.04049971
187.54359400,0.29189684,0.00281693,0.34695482,57.35634783,0.05452129
187.74403400,0.29193584,0.00281693,0.34700182,58.16417283,0.08884429
187.94447400,0.29192584,0.00281693,0.34698882,58.09392783,0.06726029
188.14491400,0.29193384,0.00281693,0.34699782,57.83820283,0.00851229
188.34535400,0.29196184,0.00281793,0.34703182,58.12261083,0.01243929
188.54579400,0.29194584,0.00281693,0.34701382,57.65190383,-0.00173971
188.74623400,0.29198484,0.00281793,0.34705882,58.38365683,0.01789429
188.94667400,0.29200484,0.00281793,0.34708382,57.75751183,0.02251929
189.14711400,0.29199984,0.00281793,0.34707682,57.85060783,0.02341229
189.34755400,0.29199284,0.00281793,0.34706882,58.15528183,0.07503329
189.54799400,0.29203884,0.00281793,0.34712282,58.46952383,0.08005829
189.74843400,0.29204284,0.00281793,0.34712882,57.60448383,0.06443429
189.94887400,0.29204784,0.00281793,0.34713382,58.49637583,0.07480029
190.14931400,0.29206984,0.00281893,0.34715982,58.42959783,0.06638129
190.34975400,0.29206384,0.00281893,0.34715282,58.34019983,0.03071129
190.55019400,0.29208384,0.00281893,0.34717782,58.11946883,0.03758029
190.75063400,0.29207984,0.00281893,0.34717182,57.78912683,0.07648829
190.95107400,0.29211884,0.00281893,0.34721782,57.82221983,0.05674029
191.15151400,0.29214184,0.00281893,0.34724582,57.86980783,0.06224929
191.35195400,0.29214884,0.00281893,0.34725382,59.40650183,0.05962529
191.55239400,0.29215184,0.00281893,0.34725782,57.63642683,0.04755029
191.75283400,0.29216384,0.00281893,0.34727182,58.35467983,0.02517229
191.95327400,0.29217384,0.00281993,0.34728482,57.33992583,0.02471429
192.15371400,0.29218484,0.00281993,0.34729682,58.72971583,-0.01188171
192.35415400,0.29219384,0.00281993,0.34730682,58.14298983,0.01678129
192.55459400,0.29219184,0.00281993,0.34730582,57.98769983,0.04220229
192.75503400,0.29221884,0.00281993,0.34733682,57.95470883,0.05504329
192.95547400,0.29222884,0.00281993,0.34734982,57.28290983,0.02620729
193.15591400,0.29222184,0.00281993,0.34734082,58.23744483,0.00382929
193.35635400,0.29219884,0.00281993,0.34731382,57.97967383,-0.04505971
193.55679400,0.29224384,0.00281993,0.34736682,58.47496783,0.00242829
193.75723400,0.29224884,0.00281993,0.34737282,58.27145683,0.05973029
193.95767400,0.29226984,0.00281993,0.34739882,57.45201683,0.03106029
194.15811400,0.29227584,0.00282093,0.34740482,57.64846083,-0.00952271
194.35855400,0.29228284,0.00282093,0.34741382,58.31264883,0.00735929
194.55899400,0.29228984,0.00282093,0.34742182,58.66889883,0.04625129
194.75943400,0.29231684,0.00282093,0.34745382,58.22501583,0.06099329
194.95987400,0.29232384,0.00282093,0.34746282,58.19013083,0.00094529
195.16031400,0.29232084,0.00282093,0.34745882,58.15312483,-0.02885071
195.36075400,0.29234884,0.00282093,0.34749182,58.76981483,-0.02163171
195.56119400,0.29236584,0.00282093,0.34751182,57.63859383,-0.07216371
195.76163400,0.29236584,0.00282093,0.34751182,57.91390583,-0.02397871
195.96207400,0.29239284,0.00282193,0.34754382,58.99723883,0.02442929
196.16251400,0.29241884,0.00282193,0.34757482,58.40387883,-0.03583871
196.36295400,0.29241984,0.00282193,0.34757682,58.87161683,-0.09275271
196.56339400,0.29241084,0.00282193,0.34756582,58.45001083,-0.08168171
196.76283100,0.29242484,0.00282193,0.34758182,58.21508883,-0.05421871
196.96327200,0.29243684,0.00282193,0.34759682,58.45698883,-0.02198271
197.16371200,0.29245184,0.00282193,0.34761482,57.92413183,-0.08778771
197.36415100,0.29246084,0.00282193,0.34762482,58.51423683,-0.12712771
197.56459100,0.29246384,0.00282193,0.34762882,58.15500583,-0.14524771
197.76503100,0.29247984,0.00282293,0.34764782,58.22903783,-0.17355871
197.96547100,0.29247384,0.00282193,0.34763982,58.80106683,-0.22187071
198.16591100,0.29250284,0.00282293,0.34767482,58.61306183,-0.24868771
198.36635200,0.29251884,0.00282293,0.34769382,57.68794583,-0.23713471
198.56679200,0.29254584,0.00282293,0.34772582,57.83000883,-0.23418971
198.76723100,0.29256984,0.00282293,0.34775482,57.49267483,-0.19384571
198.96767100,0.29258484,0.00282393,0.34777182,57.68220883,-0.20264871
199.16811100,0.29258084,0.00282293,0.34776682,58.33590883,-0.21023171
199.36855100,0.29258284,0.00282393,0.34777082,58.64170583,-0.17361871
199.56899100,0.29260184,0.00282393,0.34779282,57.74711883,-0.12444171
199.76943200,0.29261484,0.00282393,0.34780782,57.79950583,-0.03187771
199.96987200,0.29261984,0.00282393,0.34781382,57.98992983,-0.01730371
200.17031100,0.29263784,0.00282393,0.34783482,58.13994483,-0.08338871
200.37075100,0.29264284,0.00282393,0.34784182,57.74281183,-0.09079471
200.57119100,0.29265484,0.00282393,0.34785582,57.62460083,-0.14757671
200.77163100,0.29268184,0.00282393,0.34788782,58.38457283,-0.18685771
200.97207200,0.29267584,0.00282393,0.34787982,58.20256083,-0.17565071
201.17251200,0.29267484,0.00282393,0.34787982,58.22537183,-0.25255571
201.37295200,0.29268284,0.00282393,0.34788882,58.07703483,-0.26583571
201.57339100,0.29270184,0.00282493,0.34791082,58.07928183,-0.21255071
201.77383100,0.29269384,0.00282493,0.34790182,59.00685183,-0.19510471
201.97427100,0.29272084,0.00282493,0.34793482,57.67321783,-0.17028271
202.17471100,0.29272284,0.00282493,0.34793582,57.35160783,-0.18268871
202.37515200,0.29273184,0.00282493,0.34794782,57.66202783,-0.18910571
202.57559200,0.29273384,0.00282493,0.34794982,58.55130383,-0.20037771
202.77603100,0.29274784,0.00282493,0.34796582,58.25561683,-0.18533471
202.97647100,0.29276584,0.00282493,0.34798782,59.01005383,-0.21405371
203.17691100,0.29276984,0.00282493,0.34799282,57.58120883,-0.11643171
203.37735100,0.29279284,0.00282593,0.34801882,58.20288883,-0.10126271
203.57779100,0.29280784,0.00282593,0.34803682,58.72223883,-0.15177971
203.77823200,0.29281284,0.00282593,0.34804282,58.66816283,-0.16484171
203.97867200,0.29281684,0.00282593,0.34804882,58.27312483,-0.14453071
204.17911100,0.29282184,0.00282593,0.34805482,58.27668183,-0.09107771
204.37955100,0.29282184,0.00282593,0.34805482,58.10520583,-0.07764171
204.57999100,0.29283984,0.00282593,0.34807582,58.43889283,-0.10092571
204.78043100,0.29285984,0.00282593,0.34809882,58.02938383,-0.09893571
204.98087100,0.29287284,0.00282593,0.34811482,58.12803483,-0.08673071
205.18131200,0.29289684,0.00282693,0.34814382,58.61503083,-0.13551471
205.38175200,0.29288584,0.00282593,0.34813082,58.02647283,-0.09697871
205.58219100,0.29292484,0.00282693,0.34817582,58.03041383,-0.14472871
205.78263100,0.29293284,0.00282693,0.34818682,58.58083683,-0.17259471
205.98307100,0.29294484,0.00282693,0.34820082,57.80082983,-0.16150171
206.18351100,0.29296284,0.00282693,0.34822182,58.37846083,-0.18238671
206.38395100,0.29299184,0.00282693,0.34825582,58.68322783,-0.17506271
206.58439200,0.29298984,0.00282693,0.34825382,58.29927083,-0.19384071
206.78483200,0.29301184,0.00282793,0.34827982,58.36720783,-0.13615571
206.98527100,0.29302184,0.00282793,0.34829182,58.06575183,-0.08705971
207.18571100,0.29302584,0.00282793,0.34829682,58.55627983,-0.10219571
207.38615100,0.29302384,0.00282793,0.34829382,58.11219883,-0.05619271
207.58659100,0.29305084,0.00282793,0.34832682,57.79651283,-0.00905571
207.78703100,0.29305484,0.00282793,0.34833082,57.95902683,0.01414429
207.98747200,0.29305584,0.00282793,0.34833182,57.77144083,-0.00590771
208.18791200,0.29305384,0.00282793,0.34832982,58.23165483,-0.05573071
208.38835100,0.29306484,0.00282793,0.34834282,58.72071183,-0.11623271
208.58879100,0.29305484,0.00282793,0.34833182,58.61895183,-0.22943771
208.78923100,0.29307284,0.00282793,0.34835282,58.95007483,-0.21813771
208.98967100,0.29307084,0.00282793,0.34835082,57.81922983,-0.18837671
209.19011200,0.29306784,0.00282793,0.34834582,57.88476283,-0.13878571
209.39055200,0.29307784,0.00282793,0.34835782,58.74631283,-0.10536471
209.59099100,0.29310084,0.00282893,0.34838582,57.95229183,-0.15438771
209.79143100,0.29310284,0.00282893,0.34838882,58.38764883,-0.18431571
209.99187100,0.29311484,0.00282893,0.34840282,57.43992883,-0.19635471
210.19231100,0.29312784,0.00282893,0.34841782,57.91223383,-0.20796771
210.39275100,0.29314384,0.00282893,0.34843782,58.66587783,-0.17661171
210.59319200,0.29313784,0.00282893,0.34842982,58.51258483,-0.16616371
210.79363200,0.29314484,0.00282893,0.34843782,57.65861883,-0.16450471
210.99407100,0.29315584,0.00282893,0.34845082,58.20899583,-0.16436771
211.19451100,0.29317184,0.00282893,0.34846982,57.56776883,-0.20364971
211.39495100,0.29316784,0.00282893,0.34846482,57.77941483,-0.20252771
211.59539100,0.29319984,0.00282893,0.34850282,58.60913083,-0.20494871
211.79583100,0.29320484,0.00282993,0.34850982,58.34916183,-0.21383971
211.99627200,0.29320784,0.00282993,0.34851282,58.17258883,-0.17948571
212.19671200,0.29321684,0.00282993,0.34852282,57.95124783,-0.17198471
212.39715100,0.29323884,0.00282993,0.34854982,58.03608383,-0.17724771
212.59759100,0.29325184,0.00282993,0.34856482,58.32237883,-0.23243271
212.79803100,0.29326384,0.00282993,0.34857882,57.79317383,-0.25243771
212.99847100,0.29326784,0.00282993,0.34858382,58.45609383,-0.28271771
213.19891100,0.29327684,0.00282993,0.34859482,58.31962483,-0.26558071
213.39935200,0.29328784,0.00282993,0.34860782,58.28042383,-0.19465871
213.59979200,0.29328884,0.00282993,0.34860982,58.02787483,-0.25447771
213.80023100,0.29331084,0.00283093,0.34863582,58.50115483,-0.25037271
214.00067100,0.29332084,0.00283093,0.34864782,57.75238883,-0.32477771
214.20010900,0.29332084,0.00283093,0.34864782,58.53599583,-0.27364071
214.40054900,0.29333384,0.00283093,0.34866182,58.79523383,-0.25347271
214.60098900,0.29335484,0.00283093,0.34868782,57.95122083,-0.21139171
214.80142900,0.29337084,0.00283093,0.34870682,57.85423983,-0.16545771
215.00186900,0.29336884,0.00283093,0.34870382,58.21412883,-0.18433971
215.20231000,0.29338684,0.00283093,0.34872582,58.96795083,-0.22775071
215.40275000,0.29340984,0.00283093,0.34875282,58.76588983,-0.28428171
215.60318900,0.29342684,0.00283193,0.34877282,58.94433183,-0.36032371
215.80362900,0.29344284,0.00283193,0.34879282,56.88530583,-0.28758071
216.00406900,0.29345884,0.00283193,0.34881082,58.65976283,-0.18302571
216.20450900,0.29345584,0.00283193,0.34880782,58.54572283,-0.15073671
216.40494900,0.29344984,0.00283193,0.34879982,57.58346683,-0.17588171
216.60539000,0.29348984,0.00283193,0.34884882,57.61022383,-0.21820871
216.80583000,0.29346484,0.00283193,0.34881882,58.33728983,-0.22304771
217.00626900,0.29346784,0.00283193,0.34882182,57.76707883,-0.19629171
217.20670900,0.29347484,0.00283193,0.34882982,58.12986583,-0.15418871
217.40714900,0.29348384,0.00283193,0.34884082,58.37543183,-0.14775771
217.60758900,0.29348084,0.00283193,0.34883782,58.25387683,-0.10222071
217.80802900,0.29350684,0.00283193,0.34886882,59.13686283,-0.07288871
218.00847000,0.29352884,0.00283293,0.34889482,58.17415983,-0.12266171
218.20891000,0.29354184,0.00283293,0.34890982,58.52278783,-0.10698871
218.40934900,0.29357584,0.00283293,0.34895082,57.68883583,-0.07760471
218.60978900,0.29358884,0.00283293,0.34896582,57.60904383,-0.10951871
218.81022900,0.29355084,0.00283293,0.34891982,58.04181283,-0.12995571
219.01066900,0.29355684,0.00283293,0.34892782,57.68397183,-0.05450671
219.21111000,0.29358584,0.00283293,0.34896182,58.33439383,-0.06854471
219.41155000,0.29359684,0.00283293,0.34897482,57.37928883,-0.10249871
219.61198900,0.29361484,0.00283293,0.34899682,59.06467383,-0.11129271
219.81242900,0.29363984,0.00283393,0.34902582,58.01854883,-0.13345271
220.01286900,0.29367584,0.00283393,0.34906882,58.33705583,-0.17063571
220.21330900,0.29366484,0.00283393,0.34905682,58.55658083,-0.14234571
220.41374900,0.29364684,0.00283393,0.34903482,58.42011883,-0.17941671
220.61419000,0.29365284,0.00283393,0.34904182,58.15638883,-0.19066871
220.81463000,0.29364684,0.00283393,0.34903482,58.48583583,-0.21343871
221.01506900,0.29366384,0.00283393,0.34905482,57.95130083,-0.16275971
221.21550900,0.29366184,0.00283393,0.34905182,58.15854883,-0.12661971
221.41594900,0.29368484,0.00283393,0.34908082,58.34853783,-0.07812271
221.61638900,0.29369084,0.00283393,0.34908782,58.68338783,-0.06069671
221.81682900,0.29370484,0.00283393,0.34910382,57.63094583,-0.05915671
222.01727000,0.29373084,0.00283493,0.34913482,58.11909683,-0.09005771
222.21771000,0.29373984,0.00283493,0.34914482,58.27890883,-0.16431971
222.41814900,0.29372684,0.00283493,0.34912982,58.18977583,-0.17504771
222.61858900,0.29372884,0.00283493,0.34913282,58.58799083,-0.17729171
222.81902900,0.29373784,0.00283493,0.34914282,58.51181683,-0.19496371
